"","Year","Area","Street","Street.2"
"1",2011,"Birmingham","Acocks  Green","Acocks Green"
"2",2011,"Birmingham","Adderly  Street","Adderly Street"
"3",2011,"Birmingham"," Alcester  Raod   Mosley"," Alcester Raod, Mosley"
"4",2011,"Birmingham","alcester  road","alcester road"
"5",2011,"Birmingham","alcester  road  moseley","alcester road moseley"
"6",2011,"Birmingham","Alcester  Road  Moseley","Alcester Road Moseley"
"7",2011,"Birmingham","Alfred  Street","Alfred Street"
"8",2011,"Birmingham"," All  service  club   Mosley"," All service club, Mosley"
"9",2011,"Birmingham","Alum  Rock  Road","Alum Rock Road"
"10",2011,"Birmingham","Alum  Rock  Road","Alum Rock Road"
"11",2011,"Birmingham","Alum  Rock  Road","Alum Rock Road"
"12",2011,"Birmingham","Alum  Rock  Road","Alum Rock Road"
"13",2011,"Birmingham","arcadian  centre","arcadian centre"
"14",2011,"Birmingham"," Arden  Road   Saltley"," Arden Road, Saltley"
"15",2011,"Birmingham"," Asda   Chemsley  Wood"," Asda, Chemsley Wood"
"16",2011,"Birmingham"," Balsahll  Heath  Park   J/W  Brighton  road"," Balsahll Heath Park, J/W Brighton road"
"17",2011,"Birmingham","Bamford  Road","Bamford Road"
"18",2011,"Birmingham","Bamford  Road","Bamford Road"
"19",2011,"Birmingham","BeechBrook  Avenue  Sparkhill","BeechBrook Avenue Sparkhill"
"20",2011,"Birmingham","Belchers  Lane","Belchers Lane"
"21",2011,"Birmingham","Belchers  Lane","Belchers Lane"
"22",2011,"Birmingham","Belchers  Lane","Belchers Lane"
"23",2011,"Birmingham"," Belchers  Lane   Bordesley  Green"," Belchers Lane, Bordesley Green"
"24",2011,"Birmingham","Bell  Street","Bell Street"
"25",2011,"Birmingham"," Berkley  Rd  East       Haymills "," Berkley Rd East ,  Haymills."
"26",2011,"Birmingham","birmingham  airport","birmingham airport"
"27",2011,"Birmingham","Birmingham  International  railway  station","Birmingham International railway station"
"28",2011,"Birmingham","Bordesley  Green","Bordesley Green"
"29",2011,"Birmingham"," Bordesley  Green       Bordesley  Green "," Bordesley Green ,  Bordesley Green."
"30",2011,"Birmingham","Bristol  Road","Bristol Road"
"31",2011,"Birmingham","Bristol  Street","Bristol Street"
"32",2011,"Birmingham","Broad  Street","Broad Street"
"33",2011,"Birmingham","Broad  Street","Broad Street"
"34",2011,"Birmingham","Broad  Street  Birmingham","Broad Street Birmingham"
"35",2011,"Birmingham","Buckland  End  Lane  Shard  End","Buckland End Lane Shard End"
"36",2011,"Birmingham"," Bulls  Head  PH   St  Marys  Row"," Bulls Head PH, St Marys Row"
"37",2011,"Birmingham"," Bushbury  Road   Kitts  Green"," Bushbury Road, Kitts Green"
"38",2011,"Birmingham","Chartice  Road","Chartice Road"
"39",2011,"Birmingham","Chestnut  Road","Chestnut Road"
"40",2011,"Birmingham"," church  rd   stechford"," church rd, stechford"
"41",2011,"Birmingham"," Church  Road   Sheldon"," Church Road, Sheldon"
"42",2011,"Birmingham","Clifford  RD  Dorridge ","Clifford RD Dorridge."
"43",2011,"Birmingham","Clock  Lane","Clock Lane"
"44",2011,"Birmingham"," Colonial  road   Bordesley  Green "," Colonial road, Bordesley Green`"
"45",2011,"Birmingham"," Corporation  St Birmingham"," Corporation St,Birmingham"
"46",2011,"Birmingham","corporation  street","corporation street"
"47",2011,"Birmingham","Coventry  rd  Small  heath","Coventry rd Small heath"
"48",2011,"Birmingham"," COVENTRY  RD   SMALL  HEATH   BHAM"," COVENTRY RD, SMALL HEATH, BHAM"
"49",2011,"Birmingham","Coventry  Road","Coventry Road"
"50",2011,"Birmingham","Coventry  Road","Coventry Road"
"51",2011,"Birmingham","Coventry  Road","Coventry Road"
"52",2011,"Birmingham","Coventry  Road","Coventry Road"
"53",2011,"Birmingham","Coventry  Road","Coventry Road"
"54",2011,"Birmingham"," Coventry  road   Small  heath"," Coventry road, Small heath"
"55",2011,"Birmingham"," Coventry  Road   Small  Heath"," Coventry Road, Small Heath"
"56",2011,"Birmingham"," coventry  road small  heath"," coventry road,small heath"
"57",2011,"Birmingham","Cranes  Park  Road","Cranes Park Road"
"58",2011,"Birmingham","Cranes  Park  Road  Sheldon","Cranes Park Road Sheldon"
"59",2011,"Birmingham","crossfield  road","crossfield road"
"60",2011,"Birmingham","Crossfields  Road  Kitts  Green","Crossfields Road Kitts Green"
"61",2011,"Birmingham"," cxhurch  rd   stechford   bham"," cxhurch rd, stechford, bham"
"62",2011,"Birmingham","digbeth  high  street","digbeth high street"
"63",2011,"Birmingham","Edgbaston  road","Edgbaston road"
"64",2011,"Birmingham","Edward  Road   Moseley","Edward Road. Moseley"
"65",2011,"Birmingham","Fighting  Cox  PH","Fighting Cox PH"
"66",2011,"Birmingham"," Foremans  road   sparkhill"," Foremans road, sparkhill"
"67",2011,"Birmingham"," front  office   kings  heath"," front office, kings heath"
"68",2011,"Birmingham"," Garretts  Green  Road   Garretts  Green"," Garretts Green Road, Garretts Green"
"69",2011,"Birmingham","Giles  Close","Giles Close"
"70",2011,"Birmingham"," GILES  CLOSE   STECHFORD"," GILES CLOSE, STECHFORD"
"71",2011,"Birmingham","glazedale  road","glazedale road"
"72",2011,"Birmingham","Gospel  Farm  Road","Gospel Farm Road"
"73",2011,"Birmingham","Gospel  Farm  Road","Gospel Farm Road"
"74",2011,"Birmingham","gospel  lane","gospel lane"
"75",2011,"Birmingham","gospel  lane","gospel lane"
"76",2011,"Birmingham","Gospel  Lane","Gospel Lane"
"77",2011,"Birmingham"," Gospel  lane   acocks  green"," Gospel lane, acocks green"
"78",2011,"Birmingham"," Grace  Church   Sutton  Coldfield"," Grace Church, Sutton Coldfield"
"79",2011,"Birmingham","Great  Hampton  Street","Great Hampton Street"
"80",2011,"Birmingham","Green  Lane","Green Lane"
"81",2011,"Birmingham","Greswell  lane  Shard  End","Greswell lane Shard End"
"82",2011,"Birmingham"," Harlequin  drive   Mosley"," Harlequin drive, Mosley"
"83",2011,"Birmingham","Haslucks  Green  Road","Haslucks Green Road"
"84",2011,"Birmingham","Hazeldean  Road","Hazeldean Road"
"85",2011,"Birmingham","Heartlands  Hospital","Heartlands Hospital"
"86",2011,"Birmingham","Heartlands  Hospital","Heartlands Hospital"
"87",2011,"Birmingham","Heartlands  Hospital  A     E ","Heartlands Hospital A & E."
"88",2011,"Birmingham","Heartlands  Hospital  A     E ","Heartlands Hospital A & E."
"89",2011,"Birmingham","heartlands  hospital  A     E ","heartlands hospital A & E."
"90",2011,"Birmingham","Hepben  Grove","Hepben Grove"
"91",2011,"Birmingham","Herrick  Road","Herrick Road"
"92",2011,"Birmingham"," Herrick  Road   Washwood  Heath"," Herrick Road, Washwood Heath"
"93",2011,"Birmingham"," Herrick  Road   Washwood  Heath"," Herrick Road, Washwood Heath"
"94",2011,"Birmingham","High  St  Solihull","High St Solihull"
"95",2011,"Birmingham","HIGH  STREET  KINGS  HEATH","HIGH STREET KINGS HEATH"
"96",2011,"Birmingham","High  Street  Kings  Heath","High Street Kings Heath"
"97",2011,"Birmingham"," high  street   kings  heath"," high street, kings heath"
"98",2011,"Birmingham","Hob  Moor  Road  at  Starbank  Road","Hob Moor Road at Starbank Road"
"99",2011,"Birmingham","Holloway  head  Bham  City  centre","Holloway head Bham City centre"
"100",2011,"Birmingham","Hollywell  Road","Hollywell Road"
"101",2011,"Birmingham","home  address","home address"
"102",2011,"Birmingham","Home  Address","Home Address"
"103",2011,"Birmingham","Homer  street","Homer street"
"104",2011,"Birmingham","Hunters  Moon  Public  house ","Hunters Moon Public house."
"105",2011,"Birmingham","Hurst  Street","Hurst Street"
"106",2011,"Birmingham","Hurst  Street","Hurst Street"
"107",2011,"Birmingham","Hurst  Street","Hurst Street"
"108",2011,"Birmingham"," Hurst  Street   Birmingham"," Hurst Street, Birmingham"
"109",2011,"Birmingham","Kings  Heath  High  Street","Kings Heath High Street"
"110",2011,"Birmingham"," KNOWLE  RD   SMALL  HEATH   BHAM"," KNOWLE RD, SMALL HEATH, BHAM"
"111",2011,"Birmingham","ladypool  Road","ladypool Road"
"112",2011,"Birmingham","ladypool  Road","ladypool Road"
"113",2011,"Birmingham","Ladywell  Walk","Ladywell Walk"
"114",2011,"Birmingham","Lea  Hall  RD","Lea Hall RD"
"115",2011,"Birmingham","Lea  Hall  rd","Lea Hall rd"
"116",2011,"Birmingham"," Lea  Village   Stechford"," Lea Village, Stechford"
"117",2011,"Birmingham"," Lenches  Close   Mosley"," Lenches Close, Mosley"
"118",2011,"Birmingham","Lime  Tree  Road","Lime Tree Road"
"119",2011,"Birmingham","Lode  Lane     Hermitage  Road","Lode Lane @ Hermitage Road"
"120",2011,"Birmingham","Long  street","Long street"
"121",2011,"Birmingham","Long  Street   Sparkhill","Long Street. Sparkhill"
"122",2011,"Birmingham","Longbridge  Lane","Longbridge Lane"
"123",2011,"Birmingham"," LONGMEADOW  CRESCENT  SHARD  END     BHAM"," LONGMEADOW CRESCENT SHARD END , BHAM"
"124",2011,"Birmingham","Maccadown  Lane","Maccadown Lane"
"125",2011,"Birmingham","masshouse  lane","masshouse lane"
"126",2011,"Birmingham","Meadwaym  Stechford","Meadwaym Stechford"
"127",2011,"Birmingham"," Mickleover  Road   Bromford"," Mickleover Road, Bromford"
"128",2011,"Birmingham","moorcroft  road","moorcroft road"
"129",2011,"Birmingham","Moseley  Road","Moseley Road"
"130",2011,"Birmingham","moseley  road","moseley road"
"131",2011,"Birmingham","moseley  road","moseley road"
"132",2011,"Birmingham","moseley  road","moseley road"
"133",2011,"Birmingham","Moseley  Village","Moseley Village"
"134",2011,"Birmingham","Moseley  Village","Moseley Village"
"135",2011,"Birmingham"," Moseley  Village   Alcester  road"," Moseley Village, Alcester road"
"136",2011,"Birmingham"," Mosley  All  Services  Club   Church  Road   Moseley "," Mosley All Services Club, Church Road, Moseley."
"137",2011,"Birmingham","Nearlands  Close  Quinton","Nearlands Close Quinton"
"138",2011,"Birmingham","new  street","new street"
"139",2011,"Birmingham","Northfield  High  Street","Northfield High Street"
"140",2011,"Birmingham"," O/S  BEHANS   HIGHFIELD  ROAD   BILLESLEY"," O/S BEHANS, HIGHFIELD ROAD, BILLESLEY"
"141",2011,"Birmingham"," O/S  The  junction   Mosley  Village"," O/S The junction, Mosley Village"
"142",2011,"Birmingham","O/S  Washwood  Heath  road","O/S Washwood Heath road"
"143",2011,"Birmingham"," Oakhill  Road   Acocks  Green"," Oakhill Road, Acocks Green"
"144",2011,"Birmingham","Opp  white  hart  lane  cooks  lane","Opp white hart lane cooks lane"
"145",2011,"Birmingham"," Opposite   ALDI   Stratford  Road"," Opposite, ALDI, Stratford Road"
"146",2011,"Birmingham","Outside  Java  lounge  Alcester  Road","Outside Java lounge Alcester Road"
"147",2011,"Birmingham","Outside  O2  Academy  Night  Club  B'ham  City  Centre","Outside O2 Academy Night Club B'ham City Centre"
"148",2011,"Birmingham","outside  raven  public  house","outside raven public house"
"149",2011,"Birmingham"," Packington  Avenue   Shard  End"," Packington Avenue, Shard End"
"150",2011,"Birmingham","park  off  hob  moor  road","park off hob moor road"
"151",2011,"Birmingham","Parkhall  Croft","Parkhall Croft"
"152",2011,"Birmingham","Pear  Tree  PH","Pear Tree PH"
"153",2011,"Birmingham","Police  station","Police station"
"154",2011,"Birmingham","Police  Station  Stechford","Police Station Stechford"
"155",2011,"Birmingham","poplar  road","poplar road"
"156",2011,"Birmingham","Poplar  road","Poplar road"
"157",2011,"Birmingham"," poplar  road     solihull"," poplar road , solihull"
"158",2011,"Birmingham"," poplar  road   solihull"," poplar road, solihull"
"159",2011,"Birmingham","Preston  Road","Preston Road"
"160",2011,"Birmingham"," Priory  Road   Hall  Green"," Priory Road, Hall Green"
"161",2011,"Birmingham","prospect  road","prospect road"
"162",2011,"Birmingham","queenswood  road","queenswood road"
"163",2011,"Birmingham"," rear  of  boots   high  street"," rear of boots, high street"
"164",2011,"Birmingham"," REDDINGS  LANE   TSYLEY"," REDDINGS LANE, TSYLEY"
"165",2011,"Birmingham"," Richmond  Primary  Care  Centre   Richmond  Road   Stechford"," Richmond Primary Care Centre, Richmond Road, Stechford"
"166",2011,"Birmingham"," ring  road   stourbridge"," ring road, stourbridge"
"167",2011,"Birmingham"," sainsburys   wawrick  road"," sainsburys, wawrick road"
"168",2011,"Birmingham","sainsburys   alcester  road  south","sainsburys. alcester road south"
"169",2011,"Birmingham","Sandford  Road  Moseley","Sandford Road Moseley"
"170",2011,"Birmingham","Sarehole  Mill","Sarehole Mill"
"171",2011,"Birmingham","Sedgemere  Road","Sedgemere Road"
"172",2011,"Birmingham","Shirley  Road","Shirley Road"
"173",2011,"Birmingham","SHirley  Road","SHirley Road"
"174",2011,"Birmingham","Snow  Hill","Snow Hill"
"175",2011,"Birmingham","Solihull  Lane","Solihull Lane"
"176",2011,"Birmingham"," St  Mary's  Road   Moseley"," St Mary's Road, Moseley"
"177",2011,"Birmingham","St  Marys  Row","St Marys Row"
"178",2011,"Birmingham","station  road","station road"
"179",2011,"Birmingham"," Station  Way   Birmingham  International  rail  Station"," Station Way, Birmingham International rail Station"
"180",2011,"Birmingham","Stechford  front  office","Stechford front office"
"181",2011,"Birmingham","Stechford  P S ","Stechford P.S."
"182",2011,"Birmingham","Stechford  Retail  Park ","Stechford Retail Park."
"183",2011,"Birmingham","Stonehenge  croft  Druids  heath","Stonehenge croft Druids heath"
"184",2011,"Birmingham","Stoney  Lane","Stoney Lane"
"185",2011,"Birmingham","Stoney  Lane","Stoney Lane"
"186",2011,"Birmingham","stoney  lane","stoney lane"
"187",2011,"Birmingham"," STRATFORD  HEATH   SPARK  HILL   BIRMINGHAM"," STRATFORD HEATH, SPARK HILL, BIRMINGHAM"
"188",2011,"Birmingham","stratford  road","stratford road"
"189",2011,"Birmingham","Stratford  road","Stratford road"
"190",2011,"Birmingham","Stratford  Road","Stratford Road"
"191",2011,"Birmingham"," stratford  road   hall  green"," stratford road, hall green"
"192",2011,"Birmingham","stratford  roads","stratford roads"
"193",2011,"Birmingham"," Stuart  Road   Stechford"," Stuart Road, Stechford"
"194",2011,"Birmingham","talbort  street","talbort street"
"195",2011,"Birmingham","Taunton  Road","Taunton Road"
"196",2011,"Birmingham","Tavistock  road","Tavistock road"
"197",2011,"Birmingham","The  avenue","The avenue"
"198",2011,"Birmingham","The  paer  tree  pub","The paer tree pub"
"199",2011,"Birmingham","Trafalger  Road","Trafalger Road"
"200",2011,"Birmingham","Wake  green  Road","Wake green Road"
"201",2011,"Birmingham","Ward  End  Road","Ward End Road"
"202",2011,"Birmingham","Warwick  Road","Warwick Road"
"203",2011,"Birmingham","Warwick  Road","Warwick Road"
"204",2011,"Birmingham","Warwick  Road","Warwick Road"
"205",2011,"Birmingham","Warwick  Road","Warwick Road"
"206",2011,"Birmingham","Warwick  Road","Warwick Road"
"207",2011,"Birmingham","Warwick  Road  Tysley","Warwick Road Tysley"
"208",2011,"Birmingham","Wash  lane","Wash lane"
"209",2011,"Birmingham","Washford  Heath  Road","Washford Heath Road"
"210",2011,"Birmingham","Washwood  Heath  pub","Washwood Heath pub"
"211",2011,"Birmingham"," WASHWOOD  HEATH  RD   WASHWOOD  HEATH   BHAM"," WASHWOOD HEATH RD, WASHWOOD HEATH, BHAM"
"212",2011,"Birmingham","Washwood  Heath  road","Washwood Heath road"
"213",2011,"Birmingham","Washwood  Heath  Road","Washwood Heath Road"
"214",2011,"Birmingham","Washwood  Heath  Road","Washwood Heath Road"
"215",2011,"Birmingham","Washwood  Heath  Road","Washwood Heath Road"
"216",2011,"Birmingham"," Watery  Lane  Middleway   Birmingham"," Watery Lane Middleway, Birmingham"
"217",2011,"Birmingham","wawrick  road","wawrick road"
"218",2011,"Birmingham"," Welshfarm  Road   Quinton"," Welshfarm Road, Quinton"
"219",2011,"Birmingham","Westley  Road","Westley Road"
"220",2011,"Birmingham"," Westley  Road   Acocks  Green"," Westley Road, Acocks Green"
"221",2011,"Birmingham","White  Hart  Public  House","White Hart Public House"
"222",2011,"Birmingham","White  Hart  Public  House","White Hart Public House"
"223",2011,"Birmingham"," Whiteheart  pub   Gressell  Lane"," Whiteheart pub, Gressell Lane"
"224",2011,"Birmingham"," William  Hill  Bookmakers   Washwood  Heath  Road"," William Hill Bookmakers, Washwood Heath Road"
"225",2011,"Birmingham"," William  Hill  Bookmakers   Washwood  Heath  Road"," William Hill Bookmakers, Washwood Heath Road"
"226",2011,"Birmingham","William  Hill  Washwood  Heath  Road","William Hill Washwood Heath Road"
"227",2011,"Birmingham","Windward  Road","Windward Road"
"228",2011,"Birmingham","Windward  Road","Windward Road"
"229",2011,"Birmingham"," Wood  End  Road   Erdington"," Wood End Road, Erdington"
"230",2011,"Birmingham"," Woodbridge  road   moseley"," Woodbridge road, moseley"
"231",2011,"Birmingham","Wright  Street","Wright Street"
"232",2011,"Birmingham","yardley  green  road","yardley green road"
"233",2011,"Birmingham","yardley  road  acocks  green","yardley road acocks green"
"234",2011,"Birmingham","Yardley  Wood  Road","Yardley Wood Road"
"235",2011,"Birmingham","Yardley  Wood  Road","Yardley Wood Road"
"236",2011,"Birmingham","Yew  Tree  car  park","Yew Tree car park"
"237",2011,"Birmingham","Yew  Tree  Lane","Yew Tree Lane"
"238",2011,"Birmingham","Yew  Tree  public  house  car  park ","Yew Tree public house car park."
"239",2011,"Birmingham"," Armada  Pub   Slade  Road   Erdington   Birmingham"," Armada Pub, Slade Road, Erdington, Birmingham"
"240",2011,"Birmingham"," Armarda  Pub     Gravelly  Hill"," Armarda Pub,  Gravelly Hill"
"241",2011,"Birmingham"," Armarda  Pub   Gravelly  Hill"," Armarda Pub, Gravelly Hill"
"242",2011,"Birmingham","BADGERS  BANK  ROAD","BADGERS BANK ROAD"
"243",2011,"Birmingham"," Baldmoor  Lake  Road   Erdington   Birmingham "," Baldmoor Lake Road, Erdington, Birmingham."
"244",2011,"Birmingham"," bandywood  Rd   kingstanding"," bandywood Rd, kingstanding"
"245",2011,"Birmingham","Beckenham  Road","Beckenham Road"
"246",2011,"Birmingham","Beeches  Walk","Beeches Walk"
"247",2011,"Birmingham","BIRMINGHAM  RD","BIRMINGHAM RD"
"248",2011,"Birmingham","BIRMINGHAM  RD","BIRMINGHAM RD"
"249",2011,"Birmingham"," Birmingham  Rd   SC"," Birmingham Rd, SC"
"250",2011,"Birmingham","Birmingham  Road","Birmingham Road"
"251",2011,"Birmingham","Birmingham  Road","Birmingham Road"
"252",2011,"Birmingham","birmingham  road  sutton","birmingham road sutton"
"253",2011,"Birmingham"," Birmingham  Road   Erdington"," Birmingham Road, Erdington"
"254",2011,"Birmingham"," Birmingham  Road   Sutton  Coldfield"," Birmingham Road, Sutton Coldfield"
"255",2011,"Birmingham"," Birmingham  Road   Sutton  Coldfield"," Birmingham Road, Sutton Coldfield"
"256",2011,"Birmingham","BOWLING  GREEN  CLOSE","BOWLING GREEN CLOSE"
"257",2011,"Birmingham"," Bracebridge  Road   Erdington"," Bracebridge Road, Erdington"
"258",2011,"Birmingham","brassington  avenue","brassington avenue"
"259",2011,"Birmingham","Bromford  Lane","Bromford Lane"
"260",2011,"Birmingham"," Bromford  Lane   Erdington   B'ham"," Bromford Lane, Erdington, B'ham"
"261",2011,"Birmingham","Brookvale  park  Road","Brookvale park Road"
"262",2011,"Birmingham"," Carhampton  Road   Falcon  Lodge   Sutton  Colfield"," Carhampton Road, Falcon Lodge, Sutton Colfield"
"263",2011,"Birmingham","Carshalton  Road","Carshalton Road"
"264",2011,"Birmingham","carshorlton  Road","carshorlton Road"
"265",2011,"Birmingham","chester  rd","chester rd"
"266",2011,"Birmingham","CHESTER  ROAD","CHESTER ROAD"
"267",2011,"Birmingham"," Chester  Road   Halls  garden  Centre"," Chester Road, Halls garden Centre"
"268",2011,"Birmingham","CHURCH  RD  AT  CHESTER  RD","CHURCH RD AT CHESTER RD"
"269",2011,"Birmingham"," College  Road   Kingstanding   B'ham"," College Road, Kingstanding, B'ham"
"270",2011,"Birmingham"," College  Road   Kingstanding   B'ham"," College Road, Kingstanding, B'ham"
"271",2011,"Birmingham"," Copshill  Court   Mount  View   Sutton  Coldfield"," Copshill Court, Mount View, Sutton Coldfield"
"272",2011,"Birmingham"," Dovedale  Road   Erdington   B'ham"," Dovedale Road, Erdington, B'ham"
"273",2011,"Birmingham"," Downside  Road   Erdington   B'ham"," Downside Road, Erdington, B'ham"
"274",2011,"Birmingham"," Eachelhurt  Road   Erdington"," Eachelhurt Road, Erdington"
"275",2011,"Birmingham","ERDINGTON  HALL  ROAD","ERDINGTON HALL ROAD"
"276",2011,"Birmingham","ERDINGTON  HALL  ROAD","ERDINGTON HALL ROAD"
"277",2011,"Birmingham","Erdington  High  Street","Erdington High Street"
"278",2011,"Birmingham"," Fentham  Road   Erdington   B'ham"," Fentham Road, Erdington, B'ham"
"279",2011,"Birmingham","FINCHLEY  ROAD","FINCHLEY ROAD"
"280",2011,"Birmingham"," Finchley  Road   Kingstanding   B'ham"," Finchley Road, Kingstanding, B'ham"
"281",2011,"Birmingham","GEORGE  FREDERICK  ROAD","GEORGE FREDERICK ROAD"
"282",2011,"Birmingham","Golden  Pond  take  away          Boldmere  Road","Golden Pond take away Â‰Ã›Âê Boldmere Road"
"283",2011,"Birmingham","good  hope  hospital","good hope hospital"
"284",2011,"Birmingham","Gracechurch  Centre","Gracechurch Centre"
"285",2011,"Birmingham"," Gracechurch  centre   outside  Supercigs"," Gracechurch centre, outside Supercigs"
"286",2011,"Birmingham"," GraceChurch  Shopping  Centre   Sutton  Coldfield"," GraceChurch Shopping Centre, Sutton Coldfield"
"287",2011,"Birmingham"," grassed  area     pype  hayes  park    "," grassed area , pype hayes park...."
"288",2011,"Birmingham","Gravelley  lane","Gravelley lane"
"289",2011,"Birmingham","Gravelley  lane","Gravelley lane"
"290",2011,"Birmingham","Gravelley  lane","Gravelley lane"
"291",2011,"Birmingham"," Gravelly  Lane   Erdington   Birmingham"," Gravelly Lane, Erdington, Birmingham"
"292",2011,"Birmingham","hairy  lemon  pub   sutton  coldfield","hairy lemon pub .sutton coldfield"
"293",2011,"Birmingham","hairy  lemon  pub   sutton  coldfield","hairy lemon pub .sutton coldfield"
"294",2011,"Birmingham","Hermatige  Road","Hermatige Road"
"295",2011,"Birmingham","Hermatige  Road","Hermatige Road"
"296",2011,"Birmingham","HERMITAGE  DRIVE","HERMITAGE DRIVE"
"297",2011,"Birmingham","High  Street","High Street"
"298",2011,"Birmingham","high  street  erdington","high street erdington"
"299",2011,"Birmingham"," high  street   erdington"," high street, erdington"
"300",2011,"Birmingham"," High  Street   Erdington"," High Street, Erdington"
"301",2011,"Birmingham"," High  Street   S/C"," High Street, S/C"
"302",2011,"Birmingham"," High  Street   S/C"," High Street, S/C"
"303",2011,"Birmingham","Hight  St  ErdINGTON","Hight St ErdINGTON"
"304",2011,"Birmingham","HUNTON  HILL","HUNTON HILL"
"305",2011,"Birmingham"," KFC  retail  outlet     Erdington  High  street"," KFC retail outlet , Erdington High street"
"306",2011,"Birmingham"," Kingsbury  Road   Erdington   B'ham"," Kingsbury Road, Erdington, B'ham"
"307",2011,"Birmingham","Kingstanding  Circle","Kingstanding Circle"
"308",2011,"Birmingham"," Ladywell  Walk   Birmingham"," Ladywell Walk, Birmingham"
"309",2011,"Birmingham","Landsdown  Road","Landsdown Road"
"310",2011,"Birmingham"," LICHFIELD  ROAD   MERE  GREEN"," LICHFIELD ROAD, MERE GREEN"
"311",2011,"Birmingham"," LICHFIELD  ROAD   SUTTON  COLDFIELD"," LICHFIELD ROAD, SUTTON COLDFIELD"
"312",2011,"Birmingham"," Lindridge  Road   Sutton  Coldfield"," Lindridge Road, Sutton Coldfield"
"313",2011,"Birmingham","little  aston  lane","little aston lane"
"314",2011,"Birmingham","LONGFORD  ROAD","LONGFORD ROAD"
"315",2011,"Birmingham"," Longford  Road   Kingstanding   B'ham"," Longford Road, Kingstanding, B'ham"
"316",2011,"Birmingham","lower  parade","lower parade"
"317",2011,"Birmingham","LOWER  PARADE","LOWER PARADE"
"318",2011,"Birmingham","lower  parade","lower parade"
"319",2011,"Birmingham","lower  parade","lower parade"
"320",2011,"Birmingham","lower  parade","lower parade"
"321",2011,"Birmingham","lower  parade","lower parade"
"322",2011,"Birmingham","LOWER  PARADE","LOWER PARADE"
"323",2011,"Birmingham","Lower  Parade","Lower Parade"
"324",2011,"Birmingham","Lower  Parade","Lower Parade"
"325",2011,"Birmingham","LOWER  PARADE","LOWER PARADE"
"326",2011,"Birmingham","Lower  Parade","Lower Parade"
"327",2011,"Birmingham","LOWER  PARADE","LOWER PARADE"
"328",2011,"Birmingham","Lower  Parade","Lower Parade"
"329",2011,"Birmingham","LOWER  PARADE","LOWER PARADE"
"330",2011,"Birmingham","LOWER  PARADE","LOWER PARADE"
"331",2011,"Birmingham","Lower  Parade","Lower Parade"
"332",2011,"Birmingham","Lower  Parade","Lower Parade"
"333",2011,"Birmingham","Lower  Parade","Lower Parade"
"334",2011,"Birmingham","LOWER  PARADE","LOWER PARADE"
"335",2011,"Birmingham","lower  parade  SC","lower parade SC"
"336",2011,"Birmingham","LOWER  PARADE  SUTTON","LOWER PARADE SUTTON"
"337",2011,"Birmingham","Lower  Parade  Sutton  Coldfield","Lower Parade Sutton Coldfield"
"338",2011,"Birmingham"," lower  parade "," lower parade,"
"339",2011,"Birmingham"," Lower  parade   Suton  Coldfield"," Lower parade, Suton Coldfield"
"340",2011,"Birmingham"," Lower  Parade   Sutton  Coldfield"," Lower Parade, Sutton Coldfield"
"341",2011,"Birmingham"," lower  parade   sutton  coldfield"," lower parade, sutton coldfield"
"342",2011,"Birmingham"," Lower  Parade   Sutton  Coldfield"," Lower Parade, Sutton Coldfield"
"343",2011,"Birmingham"," Lower  Parade   Sutton  Coldfield"," Lower Parade, Sutton Coldfield"
"344",2011,"Birmingham"," Lower  Parade   Sutton  Coldfield"," Lower Parade, Sutton Coldfield"
"345",2011,"Birmingham"," Lower  Parade   Sutton  Coldfield"," Lower Parade, Sutton Coldfield"
"346",2011,"Birmingham"," Lower  Parade   Sutton  Coldfield"," Lower Parade, Sutton Coldfield"
"347",2011,"Birmingham"," Lower  Parade   Sutton  Coldfield"," Lower Parade, Sutton Coldfield"
"348",2011,"Birmingham"," Lower  Parade   Sutton  Coldfield"," Lower Parade, Sutton Coldfield"
"349",2011,"Birmingham"," Lower  Parade   Sutton  Coldfield"," Lower Parade, Sutton Coldfield"
"350",2011,"Birmingham"," Lower  Parade   Sutton  Coldfield"," Lower Parade, Sutton Coldfield"
"351",2011,"Birmingham"," Lower  Parade   Sutton  Coldfield"," Lower Parade, Sutton Coldfield"
"352",2011,"Birmingham"," Lower  Parade   Sutton  Coldfield"," Lower Parade, Sutton Coldfield"
"353",2011,"Birmingham"," Lower  Parade   Sutton  Coldfield"," Lower Parade, Sutton Coldfield"
"354",2011,"Birmingham"," Lower  Parade   Sutton  Coldfield"," Lower Parade, Sutton Coldfield"
"355",2011,"Birmingham"," Lower  Parade   Sutton  Coldfield  town  centre"," Lower Parade, Sutton Coldfield town centre"
"356",2011,"Birmingham"," Lower  Parade   Sutton  Coldfield  town  Centre"," Lower Parade, Sutton Coldfield town Centre"
"357",2011,"Birmingham"," Lower  Parade   Sutton  Coldfield "," Lower Parade, Sutton Coldfield."
"358",2011,"Birmingham","lydham  close","lydham close"
"359",2011,"Birmingham","Mill  Street","Mill Street"
"360",2011,"Birmingham"," Mill  Street   Sutton  Coldfield"," Mill Street, Sutton Coldfield"
"361",2011,"Birmingham","moor  hall  hotel","moor hall hotel"
"362",2011,"Birmingham"," Mulberry  Court  Carpark   Kings  Road   Kingstanding   Birmingham"," Mulberry Court Carpark, Kings Road, Kingstanding, Birmingham"
"363",2011,"Birmingham","newhall  walk  car  park","newhall walk car park"
