"","Year","Area","Street","Street.2"
"3104",2012,"Birmingham"," HIGH  STREET   ERDINGTON"," HIGH STREET, ERDINGTON"
"3105",2012,"Birmingham"," HIGH  STREET   ERDINGTON"," HIGH STREET, ERDINGTON"
"3106",2012,"Birmingham"," HIGH  STREET   ERDINGTON"," HIGH STREET, ERDINGTON"
"3107",2012,"Birmingham"," HIGH  STREET   ERDINGTON"," HIGH STREET, ERDINGTON"
"3108",2012,"Birmingham"," HIGH  STREET   ERDINGTON"," HIGH STREET, ERDINGTON"
"3109",2012,"Birmingham"," high  street   erdington "," high street, erdington."
"3110",2012,"Birmingham"," High  Street   West  Bromwich"," High Street, West Bromwich"
"3111",2012,"Birmingham"," High  Street   West  Bromwich"," High Street, West Bromwich"
"3112",2012,"Birmingham"," High  Street   West  Bromwich"," High Street, West Bromwich"
"3113",2012,"Birmingham"," Inland  Road   Erdington   B'ham"," Inland Road, Erdington, B'ham"
"3114",2012,"Birmingham"," Job  Centre   Sutton  New  Road   Erdington"," Job Centre, Sutton New Road, Erdington"
"3115",2012,"Birmingham"," Johnson  Road   Erdington   Birmingham"," Johnson Road, Erdington, Birmingham"
"3116",2012,"Birmingham"," Johnson  Road   Erdington   Birmingham "," Johnson Road, Erdington, Birmingham."
"3117",2012,"Birmingham","Kings  Rd","Kings Rd"
"3118",2012,"Birmingham"," KINGSBURY  ROAD   CASTLE  VALE"," KINGSBURY ROAD, CASTLE VALE"
"3119",2012,"Birmingham","Lichfield  rd","Lichfield rd"
"3120",2012,"Birmingham","Lichfield  Road","Lichfield Road"
"3121",2012,"Birmingham"," Lichfield  Road   Sutton  Coldfield"," Lichfield Road, Sutton Coldfield"
"3122",2012,"Birmingham"," Lichfield  Road   Sutton  Coldfield"," Lichfield Road, Sutton Coldfield"
"3123",2012,"Birmingham","Litten  Tree  PH  Sutton  Town  Centre","Litten Tree PH Sutton Town Centre"
"3124",2012,"Birmingham","Lower  Parade","Lower Parade"
"3125",2012,"Birmingham","LOWER  PARADE","LOWER PARADE"
"3126",2012,"Birmingham","Lower  parade","Lower parade"
"3127",2012,"Birmingham","LOWER  PARADE","LOWER PARADE"
"3128",2012,"Birmingham","Lower  Parade","Lower Parade"
"3129",2012,"Birmingham"," lower  parade     sutton  coldfield"," lower parade , sutton coldfield"
"3130",2012,"Birmingham","Lower  Parade  Sutton  Coldfield","Lower Parade Sutton Coldfield"
"3131",2012,"Birmingham"," Lower  Parade   Sutton  Coldfield"," Lower Parade, Sutton Coldfield"
"3132",2012,"Birmingham"," Lower  Parade   Sutton  Coldfield"," Lower Parade, Sutton Coldfield"
"3133",2012,"Birmingham"," Lower  Parade   Sutton  Coldfield"," Lower Parade, Sutton Coldfield"
"3134",2012,"Birmingham"," Lower  Parade   Sutton  Coldfield"," Lower Parade, Sutton Coldfield"
"3135",2012,"Birmingham"," Lower  Parade   Sutton  Coldfield"," Lower Parade, Sutton Coldfield"
"3136",2012,"Birmingham"," Lower  Parade   Sutton  Coldfield   Birmingham"," Lower Parade, Sutton Coldfield, Birmingham"
"3137",2012,"Birmingham"," Lower  Parade   Sutton  Coldfield "," Lower Parade, Sutton Coldfield."
"3138",2012,"Birmingham"," Lower  parade   Sutton  town  centre"," Lower parade, Sutton town centre"
"3139",2012,"Birmingham"," Madehurst  Road   erdington"," Madehurst Road, erdington"
"3140",2012,"Birmingham"," MARROWFAT  RAOD   HANDSWORTH"," MARROWFAT RAOD, HANDSWORTH"
"3141",2012,"Birmingham"," Marsh  hill     Erdington      BN   "," Marsh hill , Erdington. ( BN )"
"3142",2012,"Birmingham"," Marsh  lane   Erdington   B'ham"," Marsh lane, Erdington, B'ham"
"3143",2012,"Birmingham","MERE  GREEN  ISLAND  LICHFIELD  ROAD","MERE GREEN ISLAND LICHFIELD ROAD"
"3144",2012,"Birmingham","Mill  Avenue","Mill Avenue"
"3145",2012,"Birmingham","Mill  st     high  street","Mill st @ high street"
"3146",2012,"Birmingham","New  Street","New Street"
"3147",2012,"Birmingham","New  Street  Station","New Street Station"
"3148",2012,"Birmingham","Newdigate  Road","Newdigate Road"
"3149",2012,"Birmingham","Newhall  Carpark","Newhall Carpark"
"3150",2012,"Birmingham"," Newhall  Walk   Sutton  Coldfield"," Newhall Walk, Sutton Coldfield"
"3151",2012,"Birmingham"," Normanton  Tower   Beechmount  Drive   Erdington   Birmingham"," Normanton Tower, Beechmount Drive, Erdington, Birmingham"
"3152",2012,"Birmingham","North  Holt  Road","North Holt Road"
"3153",2012,"Birmingham","NORTHOLT  DRIVE","NORTHOLT DRIVE"
"3154",2012,"Birmingham","O/S  H/A","O/S H/A"
"3155",2012,"Birmingham","O/s  Hairy  Lemon  PH","O/s Hairy Lemon PH"
"3156",2012,"Birmingham"," O/S  Kings  Arms  PH   Coleshill  Road"," O/S Kings Arms PH, Coleshill Road"
"3157",2012,"Birmingham"," O/S  Kings  Arms  PH   Coleshill  Road"," O/S Kings Arms PH, Coleshill Road"
"3158",2012,"Birmingham","O/S  LITTEN  TREE","O/S LITTEN TREE"
"3159",2012,"Birmingham","O/S  MOO  MOOS  south  parade","O/S MOO MOOS south parade"
"3160",2012,"Birmingham"," O/s  MooMoo  Club   Sutton  Town  Centre"," O/s MooMoo Club, Sutton Town Centre"
"3161",2012,"Birmingham"," O/S  MooMoos  night  club   South  parade"," O/S MooMoos night club, South parade"
"3162",2012,"Birmingham"," O/S  MooMoos   Lower  parade   Sutton  Town  Centre"," O/S MooMoos, Lower parade, Sutton Town Centre"
"3163",2012,"Birmingham","O/S  Station  PH","O/S Station PH"
"3164",2012,"Birmingham"," O/S  Temple  Bar   S/C  Town  Centre"," O/S Temple Bar, S/C Town Centre"
"3165",2012,"Birmingham","Orphanage  rd","Orphanage rd"
"3166",2012,"Birmingham"," Outside  Bagot  Arms   Chester  Road   Pype  Hayes"," Outside Bagot Arms, Chester Road, Pype Hayes"
"3167",2012,"Birmingham"," OUTSIDE  CITY  VIEW   ERDINGTON"," OUTSIDE CITY VIEW, ERDINGTON"
"3168",2012,"Birmingham"," Outside  HIRY  LEMON   Sutton  Town  Crntr"," Outside HIRY LEMON, Sutton Town Crntr"
"3169",2012,"Birmingham","outside  home  address","outside home address"
"3170",2012,"Birmingham","outside  home  address","outside home address"
"3171",2012,"Birmingham","Outside  Home  Address","Outside Home Address"
"3172",2012,"Birmingham"," OUTSIDE  LITTEN  TREE   BIRMINGHAM  ROAD"," OUTSIDE LITTEN TREE, BIRMINGHAM ROAD"
"3173",2012,"Birmingham"," outside  MooMoo's  Bar   South  Parade   Sutton  Coldfield"," outside MooMoo's Bar, South Parade, Sutton Coldfield"
"3174",2012,"Birmingham"," outside  MooMoo's  Bar   South  Parade   Sutton  Coldfield "," outside MooMoo's Bar, South Parade, Sutton Coldfield."
"3175",2012,"Birmingham"," OUTSIDE  NEW  STREET  STATION   BIRMINGHAM  CITY  CENTRE"," OUTSIDE NEW STREET STATION, BIRMINGHAM CITY CENTRE"
"3176",2012,"Birmingham"," Outside  Temple  bar   Lower  Parade   Sutton  Coldfield"," Outside Temple bar, Lower Parade, Sutton Coldfield"
"3177",2012,"Birmingham"," Outside  The  Swan  Public  house   High  Street   Erdington"," Outside The Swan Public house, High Street, Erdington"
"3178",2012,"Birmingham"," Outside  the  Temple  Bar   Sutton  Coldfield  town  centre "," Outside the Temple Bar, Sutton Coldfield town centre."
"3179",2012,"Birmingham","parade  sutton","parade sutton"
"3180",2012,"Birmingham","parade  Sutton  coldfield","parade Sutton coldfield"
"3181",2012,"Birmingham","parade  Sutton  coldfield","parade Sutton coldfield"
"3182",2012,"Birmingham","Parade  Sutton  coldfield  Town  Centre","Parade Sutton coldfield Town Centre"
"3183",2012,"Birmingham"," parade   sutton  coldfield"," parade, sutton coldfield"
"3184",2012,"Birmingham"," Rectory  Road   Sutton  Coldfield"," Rectory Road, Sutton Coldfield"
"3185",2012,"Birmingham","Reddicap  Hill","Reddicap Hill"
"3186",2012,"Birmingham"," Redwing  Grove   Erdington   B'ham"," Redwing Grove, Erdington, B'ham"
"3187",2012,"Birmingham"," Redwing  Grove   Erdington   B'ham"," Redwing Grove, Erdington, B'ham"
"3188",2012,"Birmingham"," Redwing  Grove   Erdington   B'ham"," Redwing Grove, Erdington, B'ham"
"3189",2012,"Birmingham"," Redwing  Grove   Erdington   B'ham"," Redwing Grove, Erdington, B'ham"
"3190",2012,"Birmingham"," Redwing  Grove   Erdington   B'ham"," Redwing Grove, Erdington, B'ham"
"3191",2012,"Birmingham"," Redwing  Grove   Erdington   B'ham"," Redwing Grove, Erdington, B'ham"
"3192",2012,"Birmingham"," Redwing  Grove   Erdington   B'ham"," Redwing Grove, Erdington, B'ham"
"3193",2012,"Birmingham","reservoir  rd  erdington","reservoir rd erdington"
"3194",2012,"Birmingham","reservoir  rd  erdington","reservoir rd erdington"
"3195",2012,"Birmingham","reservoir  rd  erdington","reservoir rd erdington"
"3196",2012,"Birmingham","reservoir  rd  erdington","reservoir rd erdington"
"3197",2012,"Birmingham","reservoir  rd  erdington","reservoir rd erdington"
"3198",2012,"Birmingham","RESERVOIR  ROAD","RESERVOIR ROAD"
"3199",2012,"Birmingham"," Ridgeway   Erdington"," Ridgeway, Erdington"
"3200",2012,"Birmingham","SC  Town  Centre","SC Town Centre"
"3201",2012,"Birmingham","Short  Heath  Rd","Short Heath Rd"
"3202",2012,"Birmingham","Slade  Road","Slade Road"
"3203",2012,"Birmingham","Slade  Road","Slade Road"
"3204",2012,"Birmingham"," SOMERSET  ROAD   ERDINGTON"," SOMERSET ROAD, ERDINGTON"
"3205",2012,"Birmingham","South  Parade","South Parade"
"3206",2012,"Birmingham","South  Parade","South Parade"
"3207",2012,"Birmingham","South  Parade","South Parade"
"3208",2012,"Birmingham","South  Parade","South Parade"
"3209",2012,"Birmingham","South  Parade","South Parade"
"3210",2012,"Birmingham","South  Parade","South Parade"
"3211",2012,"Birmingham","South  parade          Sutton  Coldfield  Town  Centre","South parade Â‰Ã›Âê Sutton Coldfield Town Centre"
"3212",2012,"Birmingham","South  parade  O/s  Moomoo","South parade O/s Moomoo"
"3213",2012,"Birmingham","South  parade  S/C  Town  Centre","South parade S/C Town Centre"
"3214",2012,"Birmingham"," South  Parade   Sutton  Coldfield"," South Parade, Sutton Coldfield"
"3215",2012,"Birmingham"," South  Parade   Sutton  Coldfield"," South Parade, Sutton Coldfield"
"3216",2012,"Birmingham"," South  Parade   Sutton  Coldfield"," South Parade, Sutton Coldfield"
"3217",2012,"Birmingham"," South  Parade   Sutton  Coldfield"," South Parade, Sutton Coldfield"
"3218",2012,"Birmingham"," SOUTH  PARADE   SUTTON  COLDFIELD"," SOUTH PARADE, SUTTON COLDFIELD"
"3219",2012,"Birmingham"," SOUTH  PARADE   SUTTON  COLDFIELD"," SOUTH PARADE, SUTTON COLDFIELD"
"3220",2012,"Birmingham"," SOUTH  PARADE   SUTTON  COLDFIELD"," SOUTH PARADE, SUTTON COLDFIELD"
"3221",2012,"Birmingham"," South  Parade   Sutton  Coldfield"," South Parade, Sutton Coldfield"
"3222",2012,"Birmingham"," South  Parade   Sutton  Coldfield   Birmingham"," South Parade, Sutton Coldfield, Birmingham"
"3223",2012,"Birmingham"," South  Parades   Sutton  Coldfield"," South Parades, Sutton Coldfield"
"3224",2012,"Birmingham"," St  Mary     St  John  Social  Club   Gravelly  Hill  North"," St Mary & St John Social Club, Gravelly Hill North"
"3225",2012,"Birmingham","Sutton  New  Road","Sutton New Road"
"3226",2012,"Birmingham"," Sutton  New  Road   Erdington"," Sutton New Road, Erdington"
"3227",2012,"Birmingham"," Sutton  New  Road   Erdington"," Sutton New Road, Erdington"
"3228",2012,"Birmingham"," Sutton  New  Road   Erdington"," Sutton New Road, Erdington"
"3229",2012,"Birmingham"," Sutton  New  Road   Erdington"," Sutton New Road, Erdington"
"3230",2012,"Birmingham"," Sutton  New  Road   Erdington"," Sutton New Road, Erdington"
"3231",2012,"Birmingham"," Sutton  New  Road   Erdington"," Sutton New Road, Erdington"
"3232",2012,"Birmingham","Sutton  Town  Centre","Sutton Town Centre"
"3233",2012,"Birmingham","Sutton  Town  Centre","Sutton Town Centre"
"3234",2012,"Birmingham","Sutton  Town  Centre","Sutton Town Centre"
"3235",2012,"Birmingham","Sutton  Town  Centre","Sutton Town Centre"
"3236",2012,"Birmingham","Sutton  Town  Centre","Sutton Town Centre"
"3237",2012,"Birmingham","Sutton  Town  Centre","Sutton Town Centre"
"3238",2012,"Birmingham","Sutton  Town  Centre","Sutton Town Centre"
"3239",2012,"Birmingham","Sutton  Town  Centre","Sutton Town Centre"
"3240",2012,"Birmingham","Sutton  Town  Centre","Sutton Town Centre"
"3241",2012,"Birmingham","Sutton  Town  Centre","Sutton Town Centre"
"3242",2012,"Birmingham","Sutton  Town  Centre","Sutton Town Centre"
"3243",2012,"Birmingham","Sutton  Town  Centre","Sutton Town Centre"
"3244",2012,"Birmingham","Sutton  Town  Centre  outside  Moo  Moo's","Sutton Town Centre outside Moo Moo's"
"3245",2012,"Birmingham"," Sycamore  Road   Erdingon"," Sycamore Road, Erdingon"
"3246",2012,"Birmingham"," Tamworth  Road   Sutton  Coldfield"," Tamworth Road, Sutton Coldfield"
"3247",2012,"Birmingham"," tangmere  Drive   castle  vale"," tangmere Drive, castle vale"
"3248",2012,"Birmingham"," The  Gardens   Erdington"," The Gardens, Erdington"
"3249",2012,"Birmingham"," The  Green  House   Four  Oaks   Birmingham"," The Green House, Four Oaks, Birmingham"
"3250",2012,"Birmingham"," The  Green  House   Four  Oaks   Sutton  Coldfield"," The Green House, Four Oaks, Sutton Coldfield"
"3251",2012,"Birmingham","The  Parade","The Parade"
"3252",2012,"Birmingham","The  Parade","The Parade"
"3253",2012,"Birmingham","The  Parade","The Parade"
"3254",2012,"Birmingham","The  Parade  S/C","The Parade S/C"
"3255",2012,"Birmingham","The  Parade  SuttonTown  Centre","The Parade SuttonTown Centre"
"3256",2012,"Birmingham"," The  Parade   Sutton  Coldfield"," The Parade, Sutton Coldfield"
"3257",2012,"Birmingham"," The  Parade   Sutton  Coldfield"," The Parade, Sutton Coldfield"
"3258",2012,"Birmingham"," The  Parade   Sutton  Coldfield"," The Parade, Sutton Coldfield"
"3259",2012,"Birmingham"," The  parade   Sutton  Coldfield"," The parade, Sutton Coldfield"
"3260",2012,"Birmingham"," The  Parade   Sutton  Coldfield"," The Parade, Sutton Coldfield"
"3261",2012,"Birmingham"," The  parade   Sutton  Coldfield"," The parade, Sutton Coldfield"
"3262",2012,"Birmingham"," The  Parade   Sutton  Coldfield"," The Parade, Sutton Coldfield"
"3263",2012,"Birmingham"," The  Parade   Sutton  Coldfield"," The Parade, Sutton Coldfield"
"3264",2012,"Birmingham"," The  Parade   Sutton  Coldfield "," The Parade, Sutton Coldfield."
"3265",2012,"Birmingham","The  Wylde  Green  Public  House","The Wylde Green Public House"
"3266",2012,"Birmingham"," Turnhouse  Road   Castle  Vale"," Turnhouse Road, Castle Vale"
"3267",2012,"Birmingham","UNKNOWN","UNKNOWN"
"3268",2012,"Birmingham"," Victoria  Road   Sutton  Coldfield"," Victoria Road, Sutton Coldfield"
"3269",2012,"Birmingham","walmley  ash  rd","walmley ash rd"
"3270",2012,"Birmingham","Water  Orton  Lane","Water Orton Lane"
"3271",2012,"Birmingham"," William  Hill   Wylde  Green"," William Hill, Wylde Green"
"3272",2012,"Birmingham","WITTON  LODGE  ROAD","WITTON LODGE ROAD"
"3273",2012,"Birmingham"," Woodacre  Road   Erdington"," Woodacre Road, Erdington"
"3274",2012,"Birmingham"," Woodacre  Road   Erdington"," Woodacre Road, Erdington"
"3275",2012,"Birmingham"," Woodacre  Road   Erdington"," Woodacre Road, Erdington"
"3276",2012,"Birmingham","Woodington  Road","Woodington Road"
"3277",2012,"Birmingham"," Wootton  Grove   Kingstanding   Birmingham"," Wootton Grove, Kingstanding, Birmingham"
"3278",2012,"Birmingham"," Yatesbury  Avenue   Castle  Vale"," Yatesbury Avenue, Castle Vale"
"3279",2012,"Birmingham","A38  Northfield","A38 Northfield"
"3280",2012,"Birmingham","Abdon  Ave","Abdon Ave"
"3281",2012,"Birmingham","Alcester  Rd","Alcester Rd"
"3282",2012,"Birmingham","alcester  road  south","alcester road south"
"3283",2012,"Birmingham","aldersmead  road","aldersmead road"
"3284",2012,"Birmingham","alwold  road","alwold road"
"3285",2012,"Birmingham","belgrave  middleway","belgrave middleway"
"3286",2012,"Birmingham","black  horse  public  house  carpark","black horse public house carpark"
"3287",2012,"Birmingham","boleyn  road","boleyn road"
"3288",2012,"Birmingham","bomerfield  road","bomerfield road"
"3289",2012,"Birmingham"," Bond  st   City  Centre"," Bond st, City Centre"
"3290",2012,"Birmingham","Bournville  Lane","Bournville Lane"
"3291",2012,"Birmingham","Bournville  Lane","Bournville Lane"
"3292",2012,"Birmingham","Bournville  Lane  Front  office","Bournville Lane Front office"
"3293",2012,"Birmingham","bournville  lane  police  station","bournville lane police station"
"3294",2012,"Birmingham","bournville  p s ","bournville p.s."
"3295",2012,"Birmingham","bournville  police  station","bournville police station"
"3296",2012,"Birmingham","braceby  avenue","braceby avenue"
"3297",2012,"Birmingham","brandwood  park  rd","brandwood park rd"
"3298",2012,"Birmingham"," Bristol  Rd  South   Northfield"," Bristol Rd South, Northfield"
"3299",2012,"Birmingham","Bristol  Road","Bristol Road"
"3300",2012,"Birmingham","Bristol  Road","Bristol Road"
"3301",2012,"Birmingham","bristol  road","bristol road"
"3302",2012,"Birmingham","bristol  road","bristol road"
"3303",2012,"Birmingham","Bristol  Road","Bristol Road"
"3304",2012,"Birmingham","Bristol  Road","Bristol Road"
"3305",2012,"Birmingham","bristol  road","bristol road"
"3306",2012,"Birmingham","bristol  road","bristol road"
"3307",2012,"Birmingham","bristol  road","bristol road"
"3308",2012,"Birmingham","Bristol  Road  Northfield","Bristol Road Northfield"
"3309",2012,"Birmingham","bristol  road  opposite  royal  orthopaedic","bristol road opposite royal orthopaedic"
"3310",2012,"Birmingham","Bristol  Road  Selly  Oak","Bristol Road Selly Oak"
"3311",2012,"Birmingham","Bristol  Road  selly  Oak","Bristol Road selly Oak"
"3312",2012,"Birmingham","Bristol  Road  Selly  Oak","Bristol Road Selly Oak"
"3313",2012,"Birmingham","bristol  road  selly  oak","bristol road selly oak"
"3314",2012,"Birmingham","Bristol  Road  selly  oak","Bristol Road selly oak"
"3315",2012,"Birmingham","bristol  road  selly  oak  near  gun  barrels  PH","bristol road selly oak near gun barrels PH"
"3316",2012,"Birmingham","bristol  road  south","bristol road south"
"3317",2012,"Birmingham","bristol  road  south","bristol road south"
"3318",2012,"Birmingham"," bristol  road   bournville"," bristol road, bournville"
"3319",2012,"Birmingham"," Bristol  Road   Selly  Oak"," Bristol Road, Selly Oak"
"3320",2012,"Birmingham","brook  lane  billesley","brook lane billesley"
"3321",2012,"Birmingham","Brookfield  Road","Brookfield Road"
"3322",2012,"Birmingham","Bunbury  Road","Bunbury Road"
"3323",2012,"Birmingham","church  road","church road"
"3324",2012,"Birmingham"," Church  Road   Edgbaston"," Church Road, Edgbaston"
"3325",2012,"Birmingham"," Church  Road   Moseley"," Church Road, Moseley"
"3326",2012,"Birmingham","city  road","city road"
"3327",2012,"Birmingham","Corn  Mill  Close  Bartley  Green","Corn Mill Close Bartley Green"
"3328",2012,"Birmingham","Cotteridge  Island","Cotteridge Island"
"3329",2012,"Birmingham","devon  road","devon road"
"3330",2012,"Birmingham","Dogpool  Lane","Dogpool Lane"
"3331",2012,"Birmingham"," Each  Way  Lane   Rubery"," Each Way Lane, Rubery"
"3332",2012,"Birmingham","edgewood  road","edgewood road"
"3333",2012,"Birmingham","edgwood  road","edgwood road"
"3334",2012,"Birmingham"," edward  road   balsall  heath"," edward road, balsall heath"
"3335",2012,"Birmingham","Fordhouse  Lane","Fordhouse Lane"
"3336",2012,"Birmingham","Fredrick  Road","Fredrick Road"
"3337",2012,"Birmingham"," Gillot  Road   Edgbaston"," Gillot Road, Edgbaston"
"3338",2012,"Birmingham"," Gillott  Road   Edgbaston"," Gillott Road, Edgbaston"
"3339",2012,"Birmingham","gorsley  piece","gorsley piece"
"3340",2012,"Birmingham"," great  park  public  house   rubery"," great park public house, rubery"
"3341",2012,"Birmingham","great  park  rubery","great park rubery"
"3342",2012,"Birmingham","grovelly    lane","grovelly  lane"
"3343",2012,"Birmingham","Hagley  Road","Hagley Road"
"3344",2012,"Birmingham","hagley  road","hagley road"
"3345",2012,"Birmingham","hagley  road","hagley road"
"3346",2012,"Birmingham","Hagley  Road","Hagley Road"
"3347",2012,"Birmingham","hagley  road","hagley road"
"3348",2012,"Birmingham"," Hagley  Road   Birmingham"," Hagley Road, Birmingham"
"3349",2012,"Birmingham"," Hagley  Road   Edgbaston"," Hagley Road, Edgbaston"
"3350",2012,"Birmingham"," hagley  road   edgbaston"," hagley road, edgbaston"
"3351",2012,"Birmingham"," Harborne  Hall   Hotel   Harborne"," Harborne Hall, Hotel, Harborne"
"3352",2012,"Birmingham","harborne  park  road","harborne park road"
"3353",2012,"Birmingham","harbourne  high  street","harbourne high street"
"3354",2012,"Birmingham","Haunch  Lane","Haunch Lane"
"3355",2012,"Birmingham","hawkshurst  road","hawkshurst road"
"3356",2012,"Birmingham"," Healey  Road   Selly  oak"," Healey Road, Selly oak"
"3357",2012,"Birmingham"," heather  house   kings  norton"," heather house, kings norton"
"3358",2012,"Birmingham","heaton  drive","heaton drive"
"3359",2012,"Birmingham","hgaley  road","hgaley road"
"3360",2012,"Birmingham","high  st  harborne","high st harborne"
"3361",2012,"Birmingham","High  ST  Harborne","High ST Harborne"
"3362",2012,"Birmingham","high  street  harborne","high street harborne"
"3363",2012,"Birmingham","high  street  harborne","high street harborne"
"3364",2012,"Birmingham","high  street  harborne","high street harborne"
"3365",2012,"Birmingham","high  street  harborne","high street harborne"
"3366",2012,"Birmingham","High  Street  Harbourne","High Street Harbourne"
"3367",2012,"Birmingham","high  street  hraborn","high street hraborn"
"3368",2012,"Birmingham"," High  Street   Haborne"," High Street, Haborne"
"3369",2012,"Birmingham"," High  Street   harbourne"," High Street, harbourne"
"3370",2012,"Birmingham","Hillwood  Rd","Hillwood Rd"
"3371",2012,"Birmingham","Hindhead  Road","Hindhead Road"
"3372",2012,"Birmingham","hisgh  street  stourbridege","hisgh street stourbridege"
"3373",2012,"Birmingham","hollybank  road","hollybank road"
"3374",2012,"Birmingham","holybank  road","holybank road"
"3375",2012,"Birmingham","houldy  road","houldy road"
"3376",2012,"Birmingham","hubert  croft","hubert croft"
"3377",2012,"Birmingham","Hurst  Street","Hurst Street"
"3378",2012,"Birmingham","jenners  lane","jenners lane"
"3379",2012,"Birmingham","jowetts  lane","jowetts lane"
"3380",2012,"Birmingham","katie  road","katie road"
"3381",2012,"Birmingham","kitwell  lane","kitwell lane"
"3382",2012,"Birmingham","Linden  Road","Linden Road"
"3383",2012,"Birmingham","Linden  Road","Linden Road"
"3384",2012,"Birmingham","Lofthouse  crescent","Lofthouse crescent"
"3385",2012,"Birmingham","Longbridge  Lane","Longbridge Lane"
"3386",2012,"Birmingham","lottie  road  selly  oak","lottie road selly oak"
"3387",2012,"Birmingham"," lynsey  avenue   northfield"," lynsey avenue, northfield"
"3388",2012,"Birmingham","Masshouse  PH","Masshouse PH"
"3389",2012,"Birmingham","Maypole  grove","Maypole grove"
"3390",2012,"Birmingham"," Merritts  Brook  Lane   Northfield"," Merritts Brook Lane, Northfield"
"3391",2012,"Birmingham"," Metchley  Lane   Harborne"," Metchley Lane, Harborne"
"3392",2012,"Birmingham","Metchley  Park  Road","Metchley Park Road"
"3393",2012,"Birmingham","miles  road","miles road"
"3394",2012,"Birmingham","millbrook  drive  northfield","millbrook drive northfield"
"3395",2012,"Birmingham","milner  road","milner road"
"3396",2012,"Birmingham","Moor  Street","Moor Street"
"3397",2012,"Birmingham","Moor  Street  Railway  Station","Moor Street Railway Station"
"3398",2012,"Birmingham"," Morrisons   Rubery"," Morrisons, Rubery"
"3399",2012,"Birmingham"," Navigation  Pub   Kings  Norton"," Navigation Pub, Kings Norton"
"3400",2012,"Birmingham","Newbury  Lane","Newbury Lane"
"3401",2012,"Birmingham","norhtfield  high  street","norhtfield high street"
"3402",2012,"Birmingham"," Northfield  Road   Northfield"," Northfield Road, Northfield"
"3403",2012,"Birmingham"," Outside  Goose  Public  house   Bristol  Road   Selly  Oak"," Outside Goose Public house, Bristol Road, Selly Oak"
"3404",2012,"Birmingham","Park  Way  Rubery","Park Way Rubery"
"3405",2012,"Birmingham","parkdale  drive","parkdale drive"
"3406",2012,"Birmingham","Payne  Street","Payne Street"
"3407",2012,"Birmingham","pershore  road","pershore road"
"3408",2012,"Birmingham","Pershore  Road","Pershore Road"
"3409",2012,"Birmingham","pershore  road","pershore road"
"3410",2012,"Birmingham","pershore  road","pershore road"
"3411",2012,"Birmingham","pershore  road  cotteridge","pershore road cotteridge"
"3412",2012,"Birmingham","pershore  road  south","pershore road south"
"3413",2012,"Birmingham","Piddock  Rd","Piddock Rd"
"3414",2012,"Birmingham","Piddock  Road  Smethwick","Piddock Road Smethwick"
"3415",2012,"Birmingham","Piddock  Road  Smethwick","Piddock Road Smethwick"
"3416",2012,"Birmingham","Piddock  Road  Smethwick","Piddock Road Smethwick"
"3417",2012,"Birmingham","Pineapple  Road","Pineapple Road"
"3418",2012,"Birmingham"," Premier  Inn   Great  Park"," Premier Inn, Great Park"
"3419",2012,"Birmingham","priory  road","priory road"
"3420",2012,"Birmingham","Q  E  A  and  E  Metchley  park  Road","Q E A and E Metchley park Road"
"3421",2012,"Birmingham","QE  Hospital","QE Hospital"
"3422",2012,"Birmingham","queen  elizabeth  hospital","queen elizabeth hospital"
"3423",2012,"Birmingham","queen  elizabeth  hospital","queen elizabeth hospital"
"3424",2012,"Birmingham","quinton  road","quinton road"
"3425",2012,"Birmingham","Ridgeacre  Road","Ridgeacre Road"
"3426",2012,"Birmingham","Ridgeacre  Road","Ridgeacre Road"
"3427",2012,"Birmingham","safernake  close","safernake close"
"3428",2012,"Birmingham","sandon  road","sandon road"
"3429",2012,"Birmingham"," Sandon  Road   Edgbaston"," Sandon Road, Edgbaston"
"3430",2012,"Birmingham","Selly  Oak  Railway  Station","Selly Oak Railway Station"
"3431",2012,"Birmingham","Selly  Oak  railway  station","Selly Oak railway station"
"3432",2012,"Birmingham","shannon  road","shannon road"
"3433",2012,"Birmingham","Shenly  Lane","Shenly Lane"
"3434",2012,"Birmingham","sir  herbert  austin  way","sir herbert austin way"
"3435",2012,"Birmingham"," smithy  hotel   hagley  road"," smithy hotel, hagley road"
"3436",2012,"Birmingham","Solihull  High  Street","Solihull High Street"
"3437",2012,"Birmingham","St  Mary's  Hospice","St Mary's Hospice"
"3438",2012,"Birmingham","Stonehouse  Lane","Stonehouse Lane"
"3439",2012,"Birmingham","stonehouse  public  house","stonehouse public house"
"3440",2012,"Birmingham","stratford  road","stratford road"
"3441",2012,"Birmingham","the  fold","the fold"
"3442",2012,"Birmingham"," The  Navigation  Public  House   Kings  Norton"," The Navigation Public House, Kings Norton"
"3443",2012,"Birmingham","tiverton  road","tiverton road"
"3444",2012,"Birmingham","trittiford  road","trittiford road"
"3445",2012,"Birmingham","university  birmingham","university birmingham"
"3446",2012,"Birmingham","victoria  steet  small  heath","victoria steet small heath"
"3447",2012,"Birmingham","wareham  road","wareham road"
"3448",2012,"Birmingham","warwick  crest","warwick crest"
"3449",2012,"Birmingham","watford  road  coteridge","watford road coteridge"
"3450",2012,"Birmingham","wellington  road","wellington road"
"3451",2012,"Birmingham","wellington  road","wellington road"
"3452",2012,"Birmingham","wellington  road","wellington road"
"3453",2012,"Birmingham","West  Boulevard","West Boulevard"
"3454",2012,"Birmingham","West  Cliff  Place","West Cliff Place"
